Date,M3,M3 (Excluding Merger),1.1 Currency with the Public,1.2 Demand Deposits with Banks,1.3 Time Deposits with Banks,1.3 Time Deposits with Banks (Excluding Merger),1.4 ‘Other’ Deposits with Reserve Bank,2.1 Net Bank Credit to Government,2.1 Net Bank Credit to Government (Excluding Merger),2.1.1 Reserve Bank,2.1.2 Other Banks,2.1.2 Other Banks (Excluding Merger),2.2 Bank Credit to Commercial Sector,2.2 Bank Credit to Commercial Sector (Excluding Merger),2.2.1 Reserve Bank,2.2.2 Other Banks,2.2.2 Other Banks (Excluding Merger),2.3 Net Foreign Exchange Assets of Banking Sector,2.4 Government's Currency Liabilities to the Public,2.5 Banking Sectors Net Non-Monetary Liabilities,2.5 Banking Sectors Net Non-Monetary Liabilities (Excluding Merger),2.5.1 Net Non-Monetary Liabilities of RBI,
15-Jan-26,"2,95,02,905",,"38,89,772","31,37,965","2,23,58,589",,"1,16,579","88,35,589",,"17,07,315","71,28,274",,"2,09,58,810",,"16,954","2,09,41,856",,"66,49,134","39,895","69,80,523",-,"28,39,420",
31-Dec-25,"2,97,98,544",,"38,28,361","34,22,658","2,24,32,527",,"1,14,999","87,50,686",,"15,45,561","72,05,125",,"2,11,44,789",,"20,322","2,11,24,468",,"65,85,472","39,895","67,22,299",-,"27,69,495",
15-Dec-25,"2,90,58,340",,"38,20,476","30,65,541","2,20,57,742",,"1,14,582","88,14,395",,"16,12,903","72,01,492",,"2,05,06,634",,"11,439","2,04,95,194",,"66,88,751","39,721","69,91,160",-,"28,10,781",
28-Nov-25,"2,91,36,713",,"37,72,033","31,58,233","2,20,88,554",,"1,17,894","88,49,635",,"16,44,157","72,05,477",,"2,03,38,419",,"11,701","2,03,26,717",,"65,44,991","39,555","66,35,886",-,"26,54,752",
14-Nov-25,"2,89,45,871",,"37,51,591","31,37,173","2,19,43,512",,"1,13,595","87,87,412",,"16,33,175","71,54,237",,"2,01,77,383",,"10,230","2,01,67,154",,"65,55,004","39,231","66,13,159",-,"26,05,985",
31-Oct-25,"2,89,97,506",,"37,20,545","32,45,815","2,19,15,977",,"1,15,169","87,39,870",,"15,29,911","72,09,958",,"2,02,03,749",,"13,603","2,01,90,146",,"65,32,531","39,231","65,17,874",-,"25,59,728",
17-Oct-25,"2,87,14,438",,"37,29,092","31,18,912","2,17,51,523",,"1,14,910","86,93,936",,"14,91,026","72,02,910",,"2,00,23,678",,"14,936","2,00,08,742",,"65,89,610","38,864","66,31,649",-,"26,09,138",
03-Oct-25,"2,88,95,269",,"36,98,492","32,16,575","2,18,66,350",,"1,13,853","87,34,167",,"15,38,514","71,95,653",,"2,00,68,221",,"12,613","2,00,55,608",,"66,22,726","38,864","65,68,708",-,"25,69,200",
19-Sep-25,"2,83,50,281",,"37,06,688","30,04,901","2,15,22,189",,"1,16,503","84,90,309",,"13,24,495","71,65,814",,"1,97,09,575",,"15,669","1,96,93,906",,"65,97,919","38,438","64,85,961",-,"24,63,314",
05-Sep-25,"2,84,76,013",,"37,18,989","30,35,554","2,16,11,139",,"1,10,330","87,47,071",,"16,07,508","71,39,564",,"1,96,00,218",,"9,833","1,95,90,385",,"65,81,276","38,057","64,90,610",,"24,31,271",
22-Aug-25,"2,83,08,502",,"37,15,737","30,32,516","2,14,50,604",,"1,09,645","85,85,943",,"15,11,706","70,74,237",,"1,94,49,509",,"13,069","1,94,36,439",,"64,67,254","38,057","62,32,262",,"22,88,911",
08-Aug-25,"2,82,88,712",,"37,27,559","29,90,112","2,14,61,319",,"1,09,722","86,81,282",,"16,15,236","70,66,046",,"1,94,07,619",,"12,425","1,93,95,194",,"65,01,980","38,057","63,40,226",,"23,33,098",
25-Jul-25,"2,81,39,873",,"37,07,458","30,18,666","2,13,06,108",,"1,07,642","85,41,317",,"15,02,150","70,39,167",,"1,93,00,981",,"12,383","1,92,88,597",,"64,65,942","38,057","62,06,423",,"22,35,868",
11-Jul-25,"2,81,41,256",,"37,29,016","29,44,828","2,13,57,280",,"1,10,133","86,14,205",,"15,86,327","70,27,878",,"1,92,66,495",,"7,965","1,92,58,530",,"64,04,968","37,652","61,82,063",,"21,76,784",
27-Jun-25,"2,82,30,456","2,81,77,829","37,22,652","32,15,375","2,11,83,731","2,11,31,104","1,08,697","85,20,033","84,73,446","15,13,361","70,06,672","69,60,086","1,92,83,371","1,88,88,886","9,029","1,92,74,342","1,88,79,856","64,36,658","37,652","60,47,258","56,58,812","21,68,644",
13-Jun-25,"2,78,96,574","2,78,42,794","37,44,990","30,01,877","2,10,40,863","2,09,87,083","1,08,844","86,02,857","85,56,270","16,02,562","70,00,295","69,53,707","1,91,13,760","1,87,15,304","10,263","1,91,03,496","1,87,05,041","64,49,305","37,291","63,06,639","59,15,376","21,81,690",
30-May-25,"2,79,89,937","2,79,34,898","37,36,896","31,31,530","2,10,11,378","2,09,56,339","1,10,133","84,93,151","84,46,563","14,79,315","70,13,836","69,67,248","1,90,89,019","1,86,90,046","14,393","1,90,74,626","1,86,75,653","63,50,876","37,291","59,80,400","55,89,878","20,99,222",
16-May-25,"2,77,06,384","2,76,50,168","37,44,459","29,84,812","2,08,71,567","2,08,15,351","1,05,547","87,37,129","86,90,546","17,46,157","69,90,972","69,44,389","1,90,34,855","1,86,28,149","19,079","1,90,15,776","1,86,09,069","62,99,163","36,922","64,01,686","60,04,612","23,00,152",
02-May-25,"2,78,24,651","2,77,67,318","37,13,241","30,61,827","2,09,43,231","2,08,85,898","1,06,352","86,72,729","86,26,146","16,52,602","70,20,127","69,73,543","1,90,93,866","1,86,83,378","20,762","1,90,73,105","1,86,62,616","62,32,875","36,922","62,11,742","58,12,003","22,57,212",
18-Apr-25,"2,76,30,685","2,75,72,152","36,93,751","27,82,612","2,10,50,572","2,09,92,039","1,03,750","86,23,867","85,76,102","16,26,509","69,97,358","69,49,593","1,89,95,997","1,85,83,507","19,280","1,89,76,717","1,85,64,228","62,90,117","36,632","63,15,928","59,14,205","23,08,158",
04-Apr-25,"2,78,43,776","2,77,83,909","36,50,071","29,26,145","2,11,64,353","2,11,04,486","1,03,207","85,49,079","85,01,313","15,77,390","69,71,689","69,23,923","1,92,10,628","1,87,94,027","21,538","1,91,89,091","1,87,72,489","61,99,774","36,632","61,52,337","57,47,836","22,05,404",
31-Mar-25,"2,72,86,589","2,72,27,143","36,30,751","28,40,023","2,07,02,508","2,06,43,062","1,13,307","85,10,825","84,63,065","15,08,105","70,02,720","69,54,959","1,90,68,129","1,86,46,762","38,246","1,90,29,883","1,86,08,516","61,48,527","36,632","64,77,524","60,67,843","21,47,427",
21-Mar-25,"2,72,73,801","2,72,14,355","36,20,845","28,40,023","2,07,02,508","2,06,43,062","1,10,426","81,83,590","81,35,829","11,80,870","70,02,720","69,54,959","1,90,65,706","1,86,44,339","35,823","1,90,29,883","1,86,08,516","60,98,084","36,306","61,09,884","57,00,203","21,59,098",
07-Mar-25,"2,71,67,848","2,71,07,256","35,89,488","26,83,258","2,07,86,318","2,07,25,726","1,08,784","83,18,035","82,67,354","12,74,550","70,43,485","69,92,805","1,89,35,425","1,85,08,695","26,944","1,89,08,482","1,84,81,752","59,98,916","36,306","61,20,834","57,04,016","21,78,275",
21-Feb-25,"2,69,13,341","2,68,51,479","35,57,833","26,64,975","2,05,77,221","2,05,15,359","1,13,312","81,50,550","80,99,668","11,93,390","69,57,160","69,06,278","1,88,01,586","1,83,68,384","28,593","1,87,72,993","1,83,39,790","58,73,487","36,017","59,48,300","55,26,078","21,08,450",
07-Feb-25,"2,69,35,188","2,68,72,185","35,37,301","26,34,048","2,06,51,913","2,05,88,910","1,11,927","82,07,744","81,56,863","12,20,379","69,87,365","69,36,484","1,87,66,485","1,83,30,843","20,792","1,87,45,693","1,83,10,051","59,01,147","36,017","59,76,206","55,52,684","21,08,359",
24-Jan-25,"2,66,92,999","2,66,28,759","35,03,602","26,51,712","2,04,33,390","2,03,69,151","1,04,294","79,88,402","79,37,526","10,47,893","69,40,509","68,89,633","1,86,72,006","1,82,30,417","22,760","1,86,49,246","1,82,07,657","57,48,880","35,683","57,51,972","53,23,747","19,86,997",
10-Jan-25,"2,67,11,510","2,66,46,082","34,97,219","26,19,285","2,04,91,381","2,04,25,953","1,03,625","80,38,367","79,87,492","11,04,710","69,33,657","68,82,782","1,85,88,618","1,81,55,567","10,512","1,85,78,106","1,81,45,055","57,02,468","35,683","56,53,627","52,35,129","19,10,748",
27-Dec-24,"2,65,79,464","2,65,12,774","34,59,977","27,10,713","2,03,07,146","2,02,40,455","1,01,629","79,01,119","78,50,250","10,00,891","69,00,228","68,49,360","1,85,29,356","1,80,90,813","10,519","1,85,18,837","1,80,80,294","58,01,239","35,683","56,87,933","52,65,212","18,91,177",
13-Dec-24,"2,65,90,007","2,65,22,191","34,76,238","27,50,793","2,02,63,731","2,01,95,916","99,244","80,99,534","80,48,667","12,39,095","68,60,438","68,09,572","1,83,46,470","1,79,00,969","10,271","1,83,36,199","1,78,90,698","57,46,786","35,419","56,38,202","52,09,650","19,16,120",
29-Nov-24,"2,65,17,391","2,64,48,230","34,44,217","27,18,636","2,02,51,544","2,01,82,384","1,02,993","80,86,637","80,35,418","12,42,346","68,44,291","67,93,073","1,82,91,281","1,78,35,267","10,463","1,82,80,818","1,78,24,804","57,71,557","35,419","56,67,504","52,29,432","19,01,446",
15-Nov-24,"2,63,62,435","2,62,92,202","34,55,882","26,57,445","2,01,51,338","2,00,81,105","97,771","81,04,197","80,52,979","13,08,855","67,95,342","67,44,125","1,81,45,073","1,76,87,118","9,149","1,81,35,925","1,76,77,970","57,62,481","35,180","56,84,496","52,45,556","18,17,746",
01-Nov-24,"2,65,32,761","2,64,61,248","34,57,240","27,05,139","2,02,70,681","2,01,99,168","99,701","80,73,626","80,19,784","12,11,153","68,62,473","68,08,631","1,81,71,141","1,77,10,107","9,394","1,81,61,748","1,77,00,714","59,45,259","35,180","56,92,445","52,49,082","19,04,574",
18-Oct-24,"2,62,89,282","2,62,16,711","34,15,233","26,87,986","2,00,87,772","2,00,15,200","98,292","79,25,482","78,63,893","11,32,433","67,93,050","67,31,460","1,80,05,269","1,75,39,625","9,175","1,79,96,094","1,75,30,449","59,92,868","34,833","56,69,170","52,14,507","19,26,618",
04-Oct-24,"2,63,68,673","2,62,94,604","33,85,407","27,35,673","2,01,51,734","2,00,77,665","95,858","78,90,210","78,26,655","11,27,976","67,62,234","66,98,679","1,80,63,790","1,75,96,094","8,715","1,80,55,074","1,75,87,379","60,93,353","34,833","57,13,513","52,56,331","19,76,048",
20-Sep-24,"2,59,54,324","2,58,78,848","33,92,284","26,40,984","1,98,26,970","1,97,51,495","94,085","76,26,155","75,62,614","9,21,112","67,05,043","66,41,501","1,78,89,364","1,74,12,955","10,589","1,78,78,775","1,74,02,366","59,91,648","34,594","55,87,438","51,22,963","19,57,330",
06-Sep-24,"2,60,10,846","2,59,33,896","34,03,962","25,99,982","1,99,13,292","1,98,36,342","93,610","78,54,015","77,90,330","11,65,032","66,88,983","66,25,298","1,78,10,857","1,73,32,342","8,853","1,78,02,004","1,73,23,489","59,93,725","34,594","56,82,346","52,17,096","19,42,039",
23-Aug-24,"2,57,83,048","2,57,04,100","34,04,741","25,88,482","1,96,98,002","1,96,19,055","91,822","76,94,769","76,29,866","10,25,545","66,69,224","66,04,322","1,77,09,792","1,72,24,460","10,307","1,76,99,485","1,72,14,153","59,30,301","34,306","55,86,120","51,14,833","18,93,229",
09-Aug-24,"2,58,09,603","2,57,28,939","34,25,336","25,57,746","1,97,33,819","1,96,53,155","92,702","77,39,908","76,74,995","11,07,752","66,32,157","65,67,243","1,76,44,067","1,71,55,454","10,439","1,76,33,628","1,71,45,015","58,37,528","34,306","54,46,207","49,73,344","18,16,318",
26-Jul-24,"2,56,73,513","2,55,90,311","34,26,089","25,87,413","1,95,68,786","1,94,85,584","91,225","76,78,213","76,12,861","10,60,910","66,17,302","65,51,951","1,75,77,818","1,70,84,181","10,935","1,75,66,883","1,70,73,246","58,00,754","34,306","54,17,577","49,41,791","17,18,640",
12-Jul-24,"2,57,01,087","2,56,14,380","34,68,893","25,33,568","1,96,06,656","1,95,19,949","91,971","76,94,364","76,29,016","10,81,536","66,12,828","65,47,480","1,75,76,178","1,70,81,633","11,107","1,75,65,071","1,70,70,526","57,85,395","34,065","53,88,915","49,15,729","17,19,124",
28-Jun-24,"2,57,91,104","2,57,01,708","34,46,055","27,46,237","1,95,03,047","1,94,13,650","95,766","74,89,485","74,24,141","10,26,142","64,63,344","63,97,999","1,76,48,993","1,71,48,762","10,922","1,76,38,071","1,71,37,840","56,53,720","34,065","50,35,160","45,58,981","16,31,829",
14-Jun-24,"2,54,44,042","2,53,51,038","34,89,605","25,35,411","1,93,29,083","1,92,36,078","89,944","75,10,409","74,25,491","9,73,578","65,36,831","64,51,913","1,74,70,960","1,69,64,445","11,370","1,74,59,590","1,69,53,076","56,31,811","33,858","52,02,995","47,04,566","16,47,531",
31-May-24,"2,56,10,093","2,55,14,915","34,68,799","26,51,468","1,93,98,657","1,93,03,478","91,169","74,54,906","73,70,024","9,66,036","64,88,870","64,03,988","1,75,47,319","1,70,36,241","11,372","1,75,35,948","1,70,24,869","56,15,739","33,858","50,41,729","45,40,947","16,10,515",
17-May-24,"2,53,53,391","2,52,53,944","34,88,254","25,52,107","1,92,25,635","1,91,26,188","87,395","76,15,419","75,30,022","11,09,883","65,05,536","64,20,140","1,73,65,107","1,68,50,449","11,374","1,73,53,733","1,68,39,075","55,84,383","33,632","52,45,149","47,44,543","18,31,016",
03-May-24,"2,54,63,662","2,53,61,025","34,70,075","25,83,928","1,93,20,614","1,92,17,976","89,045","76,64,268","75,78,908","11,38,507","65,25,761","64,40,402","1,73,96,143","1,68,79,026","11,272","1,73,84,871","1,68,67,754","55,30,027","33,632","51,60,407","46,60,568","17,69,436",
19-Apr-24,"2,52,59,958","2,51,53,975","34,54,255","26,06,729","1,91,12,622","1,90,06,639","86,352","76,76,346","75,89,043","12,21,629","64,54,717","63,67,414","1,72,50,209","1,67,29,391","10,804","1,72,39,405","1,67,18,586","55,20,761","33,432","52,20,790","47,18,651","17,52,989",
05-Apr-24,"2,54,87,257","2,53,78,473","34,30,788","27,39,518","1,92,30,532","1,91,21,747","86,420","77,35,216","76,47,355","12,73,550","64,61,665","63,73,804","1,73,46,134","1,68,21,877","11,424","1,73,34,710","1,68,10,453","55,76,912","33,432","52,04,436","47,01,103","17,97,932",
31-Mar-24,"2,49,39,860","2,48,31,618","34,10,276","25,86,888","1,88,48,160","1,87,39,918","94,536","76,03,571","75,12,016","11,93,213","64,10,358","63,18,803","1,72,02,832","1,66,72,145","14,406","1,71,88,426","1,66,57,739","55,67,504","33,432","54,67,477","49,53,478","17,90,134",
22-Mar-24,"2,49,38,759","2,48,30,516","34,18,888","25,86,888","1,88,48,160","1,87,39,918","84,822","74,04,752","73,13,197","9,94,394","64,10,358","63,18,803","1,72,00,297","1,66,69,610","11,871","1,71,88,426","1,66,57,739","55,33,042","33,198","52,32,530","47,18,531","17,74,933",
08-Mar-24,"2,48,47,705","2,47,37,211","33,82,801","25,19,150","1,88,62,203","1,87,51,709","83,552","75,41,770","74,50,055","11,34,272","64,07,498","63,15,783","1,70,73,516","1,65,41,585","11,401","1,70,62,115","1,65,30,184","54,13,515","33,198","52,14,293","47,01,141","17,56,589",
23-Feb-24,"2,46,06,900","2,44,94,113","33,61,633","25,10,518","1,86,50,930","1,85,38,143","83,819","73,15,467","72,23,794","9,64,996","63,50,471","62,58,798","1,69,70,977","1,64,34,572","11,121","1,69,59,856","1,64,23,451","52,84,622","33,198","49,97,364","44,82,073","16,99,563",
09-Feb-24,"2,45,85,982","2,44,71,527","33,50,823","24,61,885","1,86,89,549","1,85,75,094","83,726","73,54,963","72,62,133","9,98,481","63,56,482","62,63,652","1,69,01,007","1,63,52,687","9,178","1,68,91,830","1,63,43,509","52,75,290","32,887","49,78,166","44,51,470","17,06,358",
26-Jan-24,"2,44,17,811","2,43,01,509","33,23,406","24,97,829","1,85,16,165","1,83,99,864","80,411","72,10,188","71,16,700","9,34,359","62,75,829","61,82,341","1,67,93,224","1,62,39,988","5,237","1,67,87,986","1,62,34,750","52,75,455","32,887","48,93,943","43,63,521","17,21,382",
12-Jan-24,"2,43,29,721","2,42,10,361","33,11,870","24,08,007","1,85,31,378","1,84,12,018","78,465","73,25,127","72,28,507","10,16,037","63,09,091","62,12,470","1,67,16,631","1,61,50,090","5,228","1,67,11,403","1,61,44,862","52,82,801","32,596","50,27,434","44,83,633","17,40,226",
29-Dec-23,"2,43,77,277","2,42,55,990","32,56,115","25,80,490","1,84,59,622","1,83,38,335","81,051","72,72,617","71,71,807","9,79,659","62,92,959","61,92,149","1,67,09,688","1,61,36,616","5,080","1,67,04,608","1,61,31,536","53,37,929","32,596","49,75,553","44,22,958","17,93,210",
15-Dec-23,"2,40,92,311","2,39,68,341","32,71,641","24,62,242","1,82,83,333","1,81,59,362","75,095","73,76,546","72,75,741","11,13,339","62,63,207","61,62,402","1,65,25,346","1,59,49,940","5,231","1,65,20,116","1,59,44,710","53,23,766","32,264","51,65,612","46,13,371","17,37,343",
01-Dec-23,"2,41,65,366","2,40,39,274","32,50,154","24,75,751","1,83,63,876","1,82,37,784","75,584","75,04,000","73,99,638","11,69,687","63,34,313","62,29,951","1,65,69,623","1,59,91,431","5,231","1,65,64,393","1,59,86,200","52,44,558","32,264","51,85,081","46,28,618","16,61,864",
17-Nov-23,"2,39,34,978","2,38,06,744","32,54,799","24,49,084","1,81,56,731","1,80,28,497","74,364","74,75,375","73,68,871","11,02,323","63,73,052","62,66,548","1,63,62,044","1,57,81,445","5,240","1,63,56,804","1,57,76,205","51,74,164","31,939","51,08,543","45,49,675","16,08,939",
03-Nov-23,"2,39,47,373","2,38,15,513","32,06,481","24,30,863","1,82,35,754","1,81,03,894","74,276","75,31,995","74,24,461","11,16,503","64,15,493","63,07,959","1,63,26,456","1,57,42,361","5,237","1,63,21,219","1,57,37,124","51,37,194","31,939","50,80,211","45,20,443","15,38,378",
20-Oct-23,"2,37,39,933","2,36,05,738","32,01,682","23,90,414","1,80,74,897","1,79,40,702","72,940","73,75,380","72,64,124","10,18,574","63,56,807","62,45,550","1,61,93,204","1,56,06,774","5,245","1,61,87,959","1,56,01,529","50,47,068","31,649","49,07,368","43,43,876","14,73,135",
06-Oct-23,"2,38,25,453","2,36,86,341","31,88,081","24,38,546","1,81,25,378","1,79,86,265","73,449","74,81,630","73,70,467","11,16,642","63,64,988","62,53,825","1,60,70,974","1,54,82,056","5,213","1,60,65,761","1,54,76,843","50,65,035","31,649","48,23,835","42,62,866","14,69,475",
22-Sep-23,"2,35,04,298","2,33,62,301","31,95,976","23,44,131","1,78,91,449","1,77,49,453","72,741","72,92,667","71,79,702","10,10,573","62,82,093","61,69,128","1,58,82,467","1,52,90,027","5,118","1,58,77,350","1,52,84,909","50,95,989","31,400","47,98,225","42,34,816","15,07,782",
08-Sep-23,"2,36,26,787","2,34,82,969","32,09,232","23,39,194","1,80,06,560","1,78,62,742","71,801","75,29,840","74,16,974","12,44,968","62,84,872","61,72,006","1,57,72,956","1,51,78,628","4,421","1,57,68,535","1,51,74,207","50,04,196","31,400","47,11,606","41,48,230","15,20,372",
25-Aug-23,"2,34,72,705","2,33,25,909","32,05,302","23,51,355","1,78,44,160","1,76,97,364","71,887","73,87,274","72,74,511","11,85,246","62,02,028","60,89,264","1,56,54,654","1,50,52,452","5,186","1,56,49,468","1,50,47,266","49,94,256","31,400","45,94,878","40,26,710","15,10,631",
11-Aug-23,"2,34,78,624","2,33,30,142","32,15,003","23,20,579","1,78,71,210","1,77,22,729","71,831","74,67,052","73,54,390","12,52,188","62,14,864","61,02,202","1,55,98,767","1,49,95,471","4,113","1,55,94,655","1,49,91,358","50,65,342","31,148","46,83,686","41,16,208","15,50,423",
28-Jul-23,"2,34,09,955","2,32,59,495","32,15,903","23,98,078","1,77,24,850","1,75,74,391","71,123","73,37,446","72,24,878","11,97,085","61,40,360","60,27,793","1,55,25,886","1,49,15,606","5,144","1,55,20,742","1,49,10,462","50,42,787","31,148","45,27,312","39,54,924","15,44,152",
14-Jul-23,"2,32,97,681","2,31,43,686","32,36,671","23,21,508","1,76,64,884","1,75,10,889","74,618","73,62,706","72,50,238","12,44,914","61,17,792","60,05,324","1,54,84,267","1,48,70,757","4,044","1,54,80,223","1,48,66,712","50,79,000","30,925","46,59,216","40,87,232","15,88,785",
30-Jun-23,"2,34,24,748",,"32,34,608","25,90,246","1,75,21,213",,"78,680","71,90,341",,"12,20,251","59,70,090",,"1,51,23,403",,"5,383","1,51,18,021",,"49,60,325","30,925","38,80,246",,"14,82,052",
16-Jun-23,"2,28,58,413",,"32,69,677","22,99,952","1,72,20,033",,"68,751","71,67,629",,"12,23,323","59,44,306",,"1,47,62,848",,"4,865","1,47,57,983",,"50,43,498","30,692","41,46,255",,"15,28,669",
02-Jun-23,"2,30,08,650",,"32,82,781","23,23,736","1,73,32,965",,"69,168","73,14,581",,"14,06,509","59,08,072",,"1,47,47,582",,"3,752","1,47,43,830",,"50,56,284","30,692","41,40,489",,"15,44,589",
19-May-23,"2,27,66,810",,"33,71,391","22,60,902","1,70,66,523",,"67,994","71,35,938",,"12,84,068","58,51,870",,"1,46,33,072",,"5,863","1,46,27,209",,"50,63,229","30,482","40,95,910",,"15,53,549",
05-May-23,"2,28,23,219",,"33,66,933","23,18,607","1,70,69,464",,"68,215","72,28,348",,"14,04,199","58,24,149",,"1,46,56,472",,"22,198","1,46,34,275",,"50,33,416","30,482","41,25,499",,"16,39,290",
21-Apr-23,"2,26,83,199",,"33,46,486","22,81,765","1,69,86,639",,"68,309","71,65,547",,"14,20,099","57,45,447",,"1,46,11,581",,"21,792","1,45,89,789",,"49,53,733","30,285","40,77,947",,"16,14,722",
07-Apr-23,"2,27,77,268",,"33,00,398","23,61,556","1,70,43,902",,"71,413","73,69,873",,"15,46,810","58,23,064",,"1,46,00,338",,"20,390","1,45,79,948",,"49,46,998","30,285","41,70,228",,"16,30,067",
31-Mar-23,"2,23,43,760",,"32,76,436","23,20,598","1,66,68,966",,"77,761","71,65,533",,"14,51,126","57,14,407",,"1,44,29,636",,"26,549","1,44,03,087",,"49,12,025","30,285","41,93,719",,"15,87,824",
24-Mar-23,"2,23,33,227",,"32,78,334","23,20,598","1,66,68,966",,"65,330","69,16,058",,"12,01,651","57,14,407",,"1,44,23,483",,"20,396","1,44,03,087",,"49,31,349","30,007","39,67,670",,"16,12,619",
10-Mar-23,"2,22,23,721",,"32,58,093","22,58,851","1,66,42,516",,"64,262","69,79,996",,"12,91,301","56,88,696",,"1,42,93,532",,"18,719","1,42,74,813",,"46,88,268","30,007","37,68,082",,"14,50,764",
24-Feb-23,"2,20,93,331",,"32,22,737","22,92,581","1,65,13,885",,"64,129","68,54,246",,"12,16,525","56,37,721",,"1,41,88,368",,"12,529","1,41,75,838",,"47,34,514","30,007","37,13,803",,"14,96,659",
10-Feb-23,"2,19,88,001",,"32,07,073","22,30,889","1,64,86,210",,"63,830","67,84,535",,"12,16,727","55,67,808",,"1,41,55,164",,"11,850","1,41,43,314",,"47,69,853","29,791","37,51,341",,"15,35,488",
27-Jan-23,"2,18,95,034",,"31,69,720","22,96,792","1,63,64,701",,"63,821","66,57,365",,"11,62,729","54,94,636",,"1,40,72,457",,"11,223","1,40,61,234",,"47,95,224","29,791","36,59,803",,"15,31,718",
13-Jan-23,"2,18,43,079",,"31,63,730","22,16,266","1,64,00,756",,"62,326","67,53,826",,"12,53,932","54,99,895",,"1,40,01,765",,"3,724","1,39,98,041",,"47,47,493","29,600","36,89,606",,"15,03,270",
30-Dec-22,"2,18,59,235",,"31,22,236","23,41,936","1,63,32,131",,"62,932","65,65,472",,"11,70,253","53,95,219",,"1,40,46,877",,"19,852","1,40,27,024",,"47,49,045","29,600","35,31,759",,"14,95,047",
16-Dec-22,"2,14,84,519",,"31,27,695","21,73,283","1,61,19,395",,"64,145","65,25,131",,"10,97,957","54,27,174",,"1,38,88,869",,"14,282","1,38,74,587",,"47,64,177","29,384","37,22,785",,"15,11,530",
02-Dec-22,"2,16,16,590",,"30,88,379","22,30,487","1,62,32,494",,"65,231","67,38,911",,"13,18,497","54,20,414",,"1,38,45,337",,"19,799","1,38,25,537",,"46,62,086","29,384","36,58,877",,"14,39,447",
